,graph,node,DebtRank,time_steps,v_j,degree_centrality,betweenness_centrality,eigenvector_centrality,cap_buffer
0,erdos_renyi,0,0.8691964314112524,5,0.0013588967135474183,0.07357859531772575,0.0020645421370698775,0.039056994098009196,3.3921169756395813
1,erdos_renyi,1,0.8706736486594402,5,0.0014753052982592837,0.07357859531772575,0.002097485244858366,0.03753209118999027,454.32679903378875
2,erdos_renyi,2,0.8865306138132546,5,0.0013919596181691575,0.07357859531772575,0.0020676486165623516,0.041184755299620235,192.58593321572013
3,erdos_renyi,3,0.8748448626720794,5,0.002530433048726956,0.07357859531772575,0.0016891291181518966,0.04368801057462026,47.74797177557962
4,erdos_renyi,4,0.9409671573521351,5,0.004289711012087456,0.13377926421404682,0.007138400617149705,0.07620998694656612,91.81754619540901
5,erdos_renyi,5,0.920909088084154,5,0.004045072077707235,0.12709030100334448,0.006737217282019289,0.06566398555079499,263.029113755073
6,erdos_renyi,6,0.9289089353995427,5,0.003045416529600202,0.12040133779264214,0.005863528134163392,0.06681164048418367,193.95478693780504
7,erdos_renyi,7,0.9088807123639612,5,0.002820390549226687,0.10702341137123746,0.005175779641037222,0.05283114692418031,13.257047998844788
8,erdos_renyi,8,0.9058805851948384,5,0.004712201123389349,0.10702341137123746,0.004969620863343919,0.058299113379586445,40.07062233865111
9,erdos_renyi,9,0.9266586791591347,5,0.0029999906343316785,0.11371237458193979,0.005595506223977927,0.0606095088482848,133.04483091413277
10,erdos_renyi,10,0.8818922131098014,5,0.004039744830744469,0.08695652173913043,0.003496716115546633,0.044406730804367245,59.79417858019977
11,erdos_renyi,11,0.9022258959259614,5,0.0036392174423890275,0.10702341137123746,0.005301325952609262,0.05308178568080679,416.6420660746852
12,erdos_renyi,12,0.8402718660928773,5,0.002769479077372995,0.06688963210702341,0.001880993420547485,0.036374630559785875,57.27552764562132
13,erdos_renyi,13,0.925371321746335,5,0.003984524229708604,0.12040133779264214,0.005672555505787147,0.06774263382469298,241.66341632625145
14,erdos_renyi,14,0.9279085370422872,5,0.0033758386487826677,0.12040133779264214,0.006253761493443194,0.060811313048637114,52.559278348207066
15,erdos_renyi,15,0.8896197810387474,5,0.003597131469822063,0.10033444816053512,0.004088526810161064,0.05241935426238149,297.40649172722897
16,erdos_renyi,16,0.9449844222754327,5,0.0038773521854982606,0.14046822742474915,0.0076797921899329725,0.08193553212584542,539.5209764103402
17,erdos_renyi,17,0.8842431125002738,5,0.0026675833775165656,0.0802675585284281,0.0025053537963192927,0.04450113656595392,382.2995927626839
18,erdos_renyi,18,0.9330758596399668,5,0.003820403858777207,0.12040133779264214,0.005719295971856211,0.07005618097372032,75.08711868309355
19,erdos_renyi,19,0.9210666887218133,5,0.003901583792704974,0.11371237458193979,0.0046814176775372305,0.06905243034854458,188.04122849510313
20,erdos_renyi,20,0.9228919674950021,5,0.0031052075658580167,0.12040133779264214,0.006210546545014126,0.06325482737340492,190.49358939445884
21,erdos_renyi,21,0.8690665954186397,5,0.0035155478217751405,0.07357859531772575,0.002094975541441899,0.04347979556415137,12.49140578670504
22,erdos_renyi,22,0.8795518018776802,5,0.0025234601792805287,0.0802675585284281,0.002411389597775189,0.04450414199624249,306.6006979719595
23,erdos_renyi,23,0.8738612660305698,5,0.002191903350816976,0.0802675585284281,0.002550336466867232,0.04345600504769225,208.60700346148352
